中文名,英文名,等级,等级内序号,海克斯名称
铁血狼母,Ambessa,黄金,44,生机迸发
铁血狼母,Ambessa,黄金,45,魄罗爆破手
铁血狼母,Ambessa,白银,1,暗影疾奔
铁血狼母,Ambessa,白银,2,残暴之力
铁血狼母,Ambessa,白银,3,渴血
铁血狼母,Ambessa,白银,4,强力护盾
铁血狼母,Ambessa,白银,5,快中求稳
铁血狼母,Ambessa,白银,6,负重爆气
铁血狼母,Ambessa,白银,7,大力
铁血狼母,Ambessa,白银,8,俯冲轰炸
铁血狼母,Ambessa,白银,9,急救用具
铁血狼母,Ambessa,白银,10,炼狱龙魂
铁血狼母,Ambessa,白银,11,自我毁灭
铁血狼母,Ambessa,白银,12,魔法转物理
铁血狼母,Ambessa,白银,13,旋转至胜
铁血狼母,Ambessa,白银,14,质变：黄金阶
铁血狼母,Ambessa,白银,15,升级：收集者
铁血狼母,Ambessa,白银,16,速度恶魔
铁血狼母,Ambessa,白银,17,冰霜 幽灵
铁血狼母,Ambessa,白银,18,会心防御
铁血狼母,Ambessa,白银,19,终极不可阻挡
铁血狼母,Ambessa,白银,20,重量级打击手
铁血狼母,Ambessa,白银,21,练腿日
铁血狼母,Ambessa,白银,22,刃下生风
铁血狼母,Ambessa,白银,23,逃跑计划
铁血狼母,Ambessa,白银,24,杀意翻涌
殇之木乃伊,Amumu,棱彩,1,巨像的勇气
殇之木乃伊,Amumu,棱彩,2,歌利亚巨人
殇之木乃伊,Amumu,棱彩,3,炼狱导管
殇之木乃伊,Amumu,棱彩,4,慢炖
殇之木乃伊,Amumu,棱彩,5,残忍
殇之木乃伊,Amumu,棱彩,6,任务：艾卡西亚的陷落
殇之木乃伊,Amumu,棱彩,7,无限循环往复
殇之木乃伊,Amumu,棱彩,8,尤里卡
殇之木乃伊,Amumu,棱彩,9,珠光护手
殇之木乃伊,Amumu,棱彩,10,量子计算
殇之木乃伊,Amumu,棱彩,11,终极刷新
殇之木乃伊,Amumu,棱彩,12,质变：混沌
殇之木乃伊,Amumu,棱彩,13,最终形态
殇之木乃伊,Amumu,棱彩,14,舞会女王
殇之木乃伊,Amumu,棱彩,15,飞身踢
殇之木乃伊,Amumu,棱彩,16,踢踏舞
殇之木乃伊,Amumu,棱彩,17,任务：沃格勒特的巫师帽
殇之木乃伊,Amumu,棱彩,18,精怪魔法
殇之木乃伊,Amumu,棱彩,19,巨人杀手
殇之木乃伊,Amumu,棱彩,20,小丑学院
殇之木乃伊,Amumu,棱彩,21,砍伤
殇之木乃伊,Amumu,棱彩,22,蛋白粉奶昔
殇之木乃伊,Amumu,棱彩,23,史上最大雪球
殇之木乃伊,Amumu,棱彩,24,终极唤醒
殇之木乃伊,Amumu,棱彩,25,神圣雪球
殇之木乃伊,Amumu,棱彩,26,当心小蛋糕！
殇之木乃伊,Amumu,棱彩,27,虚空裂隙
殇之木乃伊,Amumu,棱彩,28,魄罗之王的弹跳
殇之木乃伊,Amumu,黄金,1,星界躯体
殇之木乃伊,Amumu,黄金,2,坚韧
殇之木乃伊,Amumu,黄金,3,古式佳酿
殇之木乃伊,Amumu,黄金,4,不动如山
殇之木乃伊,Amumu,黄金,5,任务：钢化你心
殇之木乃伊,Amumu,黄金,6,杀戮时间到了
殇之木乃伊,Amumu,黄金,7,质变：棱彩阶
殇之木乃伊,Amumu,黄金,8,坦克引擎
殇之木乃伊,Amumu,黄金,9,缩小引擎
殇之木乃伊,Amumu,黄金,10,吞噬灵魂
殇之木乃伊,Amumu,黄金,11,超凡邪恶
殇之木乃伊,Amumu,黄金,12,祖母的辣椒油
殇之木乃伊,Amumu,黄金,13,尖端发明家
殇之木乃伊,Amumu,黄金,14,黎明使者的坚决
殇之木乃伊,Amumu,黄金,15,裁决使
殇之木乃伊,Amumu,黄金,16,有始有终
殇之木乃伊,Amumu,黄金,17,回力OK镖
殇之木乃伊,Amumu,黄金,18,循环往复
殇之木乃伊,Amumu,黄金,19,无休回复
殇之木乃伊,Amumu,黄金,20,穿针引线
殇之木乃伊,Amumu,黄金,21,面包和黄油
殇之木乃伊,Amumu,黄金,22,魔法飞弹
殇之木乃伊,Amumu,黄金,23,超强大脑
殇之木乃伊,Amumu,黄金,24,神圣干预
殇之木乃伊,Amumu,黄金,25,溢流
殇之木乃伊,Amumu,黄金,26,升级：雪球
殇之木乃伊,Amumu,黄金,27,雪球扭蛋机
殇之木乃伊,Amumu,黄金,28,心灵净化
殇之木乃伊,Amumu,黄金,29,吸血习性
殇之木乃伊,Amumu,黄金,30,弹球
殇之木乃伊,Amumu,黄金,31,捐赠
殇之木乃伊,Amumu,黄金,32,红包
殇之木乃伊,Amumu,黄金,33,最终都市列车
殇之木乃伊,Amumu,黄金,34,生机迸发
殇之木乃伊,Amumu,黄金,35,咏叹奏鸣
殇之木乃伊,Amumu,黄金,36,虚幻武器
殇之木乃伊,Amumu,黄金,37,基石法师
殇之木乃伊,Amumu,黄金,38,炽烈黎明
殇之木乃伊,Amumu,黄金,39,易损
殇之木乃伊,Amumu,黄金,40,闪现向前
殇之木乃伊,Amumu,黄金,41,会心治疗
殇之木乃伊,Amumu,黄金,42,神射法师
殇之木乃伊,Amumu,黄金,43,面包和奶酪
殇之木乃伊,Amumu,黄金,44,作弊：我能回城！
殇之木乃伊,Amumu,黄金,45,魄罗爆破手
殇之木乃伊,Amumu,白银,1,冰霜 幽灵
殇之木乃伊,Amumu,白银,2,恶趣味
殇之木乃伊,Amumu,白银,3,折磨者
殇之木乃伊,Amumu,白银,4,自我毁灭
殇之木乃伊,Amumu,白银,5,扇巴掌
殇之木乃伊,Amumu,白银,6,升级：献祭
殇之木乃伊,Amumu,白银,7,坚若磐石
殇之木乃伊,Amumu,白银,8,俯冲轰炸
殇之木乃伊,Amumu,白银,9,侵蚀
殇之木乃伊,Amumu,白银,10,由心及物
殇之木乃伊,Amumu,白银,11,山脉龙魂
殇之木乃伊,Amumu,白银,12,巫师式思考
殇之木乃伊,Amumu,白银,13,重量级打击手
殇之木乃伊,Amumu,白银,14,质变：黄金阶
殇之木乃伊,Amumu,白银,15,火狐
殇之木乃伊,Amumu,白银,16,升级：荆棘之甲
殇之木乃伊,Amumu,白银,17,负重爆气
殇之木乃伊,Amumu,白银,18,霸符兄弟
殇之木乃伊,Amumu,白银,19,冰寒
殇之木乃伊,Amumu,白银,20,海洋龙魂
殇之木乃伊,Amumu,白银,21,终极不可阻挡
殇之木乃伊,Amumu,白银,22,物理转魔法
殇之木乃伊,Amumu,白银,23,练腿日
殇之木乃伊,Amumu,白银,24,升级：中娅
殇之木乃伊,Amumu,白银,25,逃跑计划
殇之木乃伊,Amumu,白银,26,帽上加帽
殇之木乃伊,Amumu,白银,27,速度恶魔
冰晶凤凰,Anivia,棱彩,1,尤里卡
冰晶凤凰,Anivia,棱彩,2,炼狱导管
冰晶凤凰,Anivia,棱彩,3,珠光护手
冰晶凤凰,Anivia,棱彩,4,任务：沃格勒特的巫师帽
冰晶凤凰,Anivia,棱彩,5,精怪魔法
冰晶凤凰,Anivia,棱彩,6,巨人杀手
冰晶凤凰,Anivia,棱彩,7,残忍
冰晶凤凰,Anivia,棱彩,8,虚空裂隙
冰晶凤凰,Anivia,棱彩,9,你摸不到
冰晶凤凰,Anivia,棱彩,10,质变：混沌
冰晶凤凰,Anivia,棱彩,11,无限循环往复
冰晶凤凰,Anivia,棱彩,12,全能龙魂
冰晶凤凰,Anivia,棱彩,13,踢踏舞
冰晶凤凰,Anivia,棱彩,14,玻璃大炮
冰晶凤凰,Anivia,棱彩,15,史上最大雪球
冰晶凤凰,Anivia,棱彩,16,不祥契约
冰晶凤凰,Anivia,棱彩,17,夺金
冰晶凤凰,Anivia,棱彩,18,终极唤醒
冰晶凤凰,Anivia,棱彩,19,当心小蛋糕！
冰晶凤凰,Anivia,黄金,1,裁决使
冰晶凤凰,Anivia,黄金,2,有始有终
冰晶凤凰,Anivia,黄金,3,基石法师
冰晶凤凰,Anivia,黄金,4,穿针引线
冰晶凤凰,Anivia,黄金,5,魔法飞弹
冰晶凤凰,Anivia,黄金,6,超强大脑
冰晶凤凰,Anivia,黄金,7,杀戮时间到了
冰晶凤凰,Anivia,黄金,8,质变：棱彩阶
冰晶凤凰,Anivia,黄金,9,溢流
冰晶凤凰,Anivia,黄金,10,吸血习性
冰晶凤凰,Anivia,黄金,11,缩小引擎
冰晶凤凰,Anivia,黄金,12,超凡邪恶
冰晶凤凰,Anivia,黄金,13,祖母的辣椒油
冰晶凤凰,Anivia,黄金,14,魄罗爆破手
冰晶凤凰,Anivia,黄金,15,古式佳酿
冰晶凤凰,Anivia,黄金,16,循环往复
冰晶凤凰,Anivia,黄金,17,易损
冰晶凤凰,Anivia,黄金,18,面包和黄油
冰晶凤凰,Anivia,黄金,19,神射法师
冰晶凤凰,Anivia,黄金,20,面包和奶酪
冰晶凤凰,Anivia,黄金,21,作弊：我能回城！
冰晶凤凰,Anivia,黄金,22,心灵净化
冰晶凤凰,Anivia,黄金,23,暴击飞弹
冰晶凤凰,Anivia,黄金,24,吞噬灵魂
冰晶凤凰,Anivia,黄金,25,捐赠
冰晶凤凰,Anivia,黄金,26,红包
冰晶凤凰,Anivia,黄金,27,咏叹奏鸣
冰晶凤凰,Anivia,黄金,28,尖端发明家
冰晶凤凰,Anivia,黄金,29,虚幻武器
冰晶凤凰,Anivia,黄金,30,关键暴击
冰晶凤凰,Anivia,黄金,31,回力OK镖
冰晶凤凰,Anivia,黄金,32,无休回复
冰晶凤凰,Anivia,黄金,33,炽烈黎明
冰晶凤凰,Anivia,黄金,34,急急小子
冰晶凤凰,Anivia,黄金,35,老练狙神
冰晶凤凰,Anivia,黄金,36,面包和果酱
冰晶凤凰,Anivia,黄金,37,神圣干预
冰晶凤凰,Anivia,黄金,38,升级：雪球
冰晶凤凰,Anivia,黄金,39,雪球扭蛋机
冰晶凤凰,Anivia,黄金,40,坦克引擎
冰晶凤凰,Anivia,黄金,41,弹球
冰晶凤凰,Anivia,黄金,42,最终都市列车
冰晶凤凰,Anivia,白银,1,冰寒
冰晶凤凰,Anivia,白银,2,由心及物
冰晶凤凰,Anivia,白银,3,巫师式思考
冰晶凤凰,Anivia,白银,4,扇巴掌
冰晶凤凰,Anivia,白银,5,物理转魔法
冰晶凤凰,Anivia,白银,6,帽上加帽
冰晶凤凰,Anivia,白银,7,负重爆气
冰晶凤凰,Anivia,白银,8,霸符兄弟
冰晶凤凰,Anivia,白银,9,海洋龙魂
冰晶凤凰,Anivia,白银,10,终极不可阻挡
冰晶凤凰,Anivia,白银,11,质变：黄金阶
冰晶凤凰,Anivia,白银,12,火狐
冰晶凤凰,Anivia,白银,13,升级：中娅
冰晶凤凰,Anivia,白银,14,速度恶魔
冰晶凤凰,Anivia,白银,15,双生火焰
冰晶凤凰,Anivia,白银,16,侵蚀
冰晶凤凰,Anivia,白银,17,防护面纱
冰晶凤凰,Anivia,白银,18,炼狱龙魂
冰晶凤凰,Anivia,白银,19,点亮他们！
冰晶凤凰,Anivia,白银,20,折磨者
冰晶凤凰,Anivia,白银,21,家园卫士
冰晶凤凰,Anivia,白银,22,渴血
冰晶凤凰,Anivia,白银,23,练腿日
冰晶凤凰,Anivia,白银,24,坚若磐石
冰晶凤凰,Anivia,白银,25,逃跑计划
冰晶凤凰,Anivia,白银,26,海克斯科技龙魂
冰晶凤凰,Anivia,白银,27,狂热者
冰晶凤凰,Anivia,白银,28,注魔
黑暗之女,Annie,棱彩,1,尤里卡
黑暗之女,Annie,棱彩,2,炼狱导管
黑暗之女,Annie,棱彩,3,珠光护手
黑暗之女,Annie,棱彩,4,任务：沃格勒特的巫师帽
黑暗之女,Annie,棱彩,5,巨人杀手
黑暗之女,Annie,棱彩,6,残忍
黑暗之女,Annie,棱彩,7,无限循环往复
黑暗之女,Annie,棱彩,8,终极刷新
黑暗之女,Annie,棱彩,9,精怪魔法
黑暗之女,Annie,棱彩,10,质变：混沌
黑暗之女,Annie,棱彩,11,史上最大雪球
黑暗之女,Annie,棱彩,12,终极唤醒
黑暗之女,Annie,棱彩,13,虚空裂隙
黑暗之女,Annie,棱彩,14,你摸不到
黑暗之女,Annie,棱彩,15,歌利亚巨人
黑暗之女,Annie,棱彩,16,全能龙魂
黑暗之女,Annie,棱彩,17,踢踏舞
黑暗之女,Annie,棱彩,18,小丑学院
黑暗之女,Annie,棱彩,19,玻璃大炮
黑暗之女,Annie,棱彩,20,不祥契约
黑暗之女,Annie,棱彩,21,夺金
黑暗之女,Annie,棱彩,22,神圣雪球
黑暗之女,Annie,棱彩,23,当心小蛋糕！
黑暗之女,Annie,黄金,1,裁决使
黑暗之女,Annie,黄金,2,有始有终
黑暗之女,Annie,黄金,3,基石法师
黑暗之女,Annie,黄金,4,穿针引线
黑暗之女,Annie,黄金,5,仆从大师
黑暗之女,Annie,黄金,6,魔法飞弹
黑暗之女,Annie,黄金,7,超强大脑
黑暗之女,Annie,黄金,8,杀戮时间到了
黑暗之女,Annie,黄金,9,质变：棱彩阶
黑暗之女,Annie,黄金,10,溢流
黑暗之女,Annie,黄金,11,心灵净化
黑暗之女,Annie,黄金,12,缩小引擎
黑暗之女,Annie,黄金,13,超凡邪恶
黑暗之女,Annie,黄金,14,祖母的辣椒油
黑暗之女,Annie,黄金,15,魄罗爆破手
黑暗之女,Annie,黄金,16,尖端发明家
黑暗之女,Annie,黄金,17,古式佳酿
黑暗之女,Annie,黄金,18,循环往复
黑暗之女,Annie,黄金,19,易损
黑暗之女,Annie,黄金,20,面包和黄油
黑暗之女,Annie,黄金,21,神射法师
黑暗之女,Annie,黄金,22,面包和果酱
黑暗之女,Annie,黄金,23,作弊：我能回城！
黑暗之女,Annie,黄金,24,升级：雪球
黑暗之女,Annie,黄金,25,雪球扭蛋机
黑暗之女,Annie,黄金,26,吸血习性
黑暗之女,Annie,黄金,27,暴击飞弹
黑暗之女,Annie,黄金,28,弹球
黑暗之女,Annie,黄金,29,吞噬灵魂
黑暗之女,Annie,黄金,30,捐赠
黑暗之女,Annie,黄金,31,红包
黑暗之女,Annie,黄金,32,最终都市列车
黑暗之女,Annie,黄金,33,咏叹奏鸣
黑暗之女,Annie,黄金,34,火上浇油
黑暗之女,Annie,黄金,35,关键暴击
黑暗之女,Annie,黄金,36,回力OK镖
黑暗之女,Annie,黄金,37,无休回复
黑暗之女,Annie,黄金,38,炽烈黎明
黑暗之女,Annie,黄金,39,急急小子
黑暗之女,Annie,黄金,40,闪现向前
黑暗之女,Annie,黄金,41,会心治疗
黑暗之女,Annie,黄金,42,面包和奶酪
黑暗之女,Annie,黄金,43,圣火
黑暗之女,Annie,黄金,44,神圣干预
黑暗之女,Annie,黄金,45,坦克引擎
黑暗之女,Annie,白银,1,由心及物
黑暗之女,Annie,白银,2,巫师式思考
黑暗之女,Annie,白银,3,扇巴掌
黑暗之女,Annie,白银,4,物理转魔法
黑暗之女,Annie,白银,5,火狐
黑暗之女,Annie,白银,6,升级：中娅
黑暗之女,Annie,白银,7,帽上加帽
黑暗之女,Annie,白银,8,负重爆气
黑暗之女,Annie,白银,9,霸符兄弟
黑暗之女,Annie,白银,10,冰寒
黑暗之女,Annie,白银,11,炼狱龙魂
黑暗之女,Annie,白银,12,海洋龙魂
黑暗之女,Annie,白银,13,质变：黄金阶
黑暗之女,Annie,白银,14,坚若磐石
黑暗之女,Annie,白银,15,速度恶魔
黑暗之女,Annie,白银,16,双生火焰
黑暗之女,Annie,白银,17,海克斯科技龙魂
黑暗之女,Annie,白银,18,俯冲轰炸
黑暗之女,Annie,白银,19,侵蚀
黑暗之女,Annie,白银,20,防护面纱
黑暗之女,Annie,白银,21,点亮他们！
黑暗之女,Annie,白银,22,折磨者
黑暗之女,Annie,白银,23,家园卫士
黑暗之女,Annie,白银,24,自我毁灭
黑暗之女,Annie,白银,25,终极不可阻挡
黑暗之女,Annie,白银,26,练腿日
黑暗之女,Annie,白银,27,强力护盾
黑暗之女,Annie,白银,28,逃跑计划
黑暗之女,Annie,白银,29,狂热者
黑暗之女,Annie,白银,30,注魔
残月之肃,Aphelios,棱彩,1,战争交响乐
残月之肃,Aphelios,棱彩,2,踢踏舞
残月之肃,Aphelios,棱彩,3,最万用的瞄准镜
残月之肃,Aphelios,棱彩,4,巨人杀手
残月之肃,Aphelios,棱彩,5,连拨击锤
残月之肃,Aphelios,棱彩,6,双刀流
残月之肃,Aphelios,棱彩,7,秘术冲拳
残月之肃,Aphelios,棱彩,8,亮出你的剑
残月之肃,Aphelios,棱彩,9,质变：混沌
残月之肃,Aphelios,棱彩,10,玻璃大炮
残月之肃,Aphelios,棱彩,11,地狱三头犬
残月之肃,Aphelios,棱彩,12,当心小蛋糕！
残月之肃,Aphelios,棱彩,13,飞身踢
残月之肃,Aphelios,棱彩,14,歌利亚巨人
残月之肃,Aphelios,棱彩,15,珠光护手
残月之肃,Aphelios,棱彩,16,全能龙魂
残月之肃,Aphelios,棱彩,17,量子计算
残月之肃,Aphelios,棱彩,18,终极刷新
残月之肃,Aphelios,棱彩,19,任务：海牛阿福的勇士
残月之肃,Aphelios,棱彩,20,夺金
残月之肃,Aphelios,棱彩,21,无限循环往复
残月之肃,Aphelios,黄金,1,火上浇油
残月之肃,Aphelios,黄金,2,闪电打击
残月之肃,Aphelios,黄金,3,更万用的瞄准镜
残月之肃,Aphelios,黄金,4,灵魂虹吸
残月之肃,Aphelios,黄金,5,穿针引线
残月之肃,Aphelios,黄金,6,接二连三
残月之肃,Aphelios,黄金,7,魔法飞弹
残月之肃,Aphelios,黄金,8,质变：棱彩阶
残月之肃,Aphelios,黄金,9,罪恶快感
残月之肃,Aphelios,黄金,10,暴击律动
残月之肃,Aphelios,黄金,11,升级：无尽之刃
残月之肃,Aphelios,黄金,12,吸血习性
残月之肃,Aphelios,黄金,13,暴击飞弹
残月之肃,Aphelios,黄金,14,裁决使
残月之肃,Aphelios,黄金,15,有始有终
残月之肃,Aphelios,黄金,16,关键暴击
残月之肃,Aphelios,黄金,17,缩小射线
残月之肃,Aphelios,黄金,18,易损
残月之肃,Aphelios,黄金,19,面包和黄油
残月之肃,Aphelios,黄金,20,会心治疗
残月之肃,Aphelios,黄金,21,杀戮时间到了
残月之肃,Aphelios,黄金,22,一板一眼
残月之肃,Aphelios,黄金,23,作弊：我能回城！
残月之肃,Aphelios,黄金,24,升级：狂妄
残月之肃,Aphelios,黄金,25,心灵净化
残月之肃,Aphelios,黄金,26,缩小引擎
残月之肃,Aphelios,黄金,27,捐赠
残月之肃,Aphelios,黄金,28,红包
残月之肃,Aphelios,黄金,29,咏叹奏鸣
残月之肃,Aphelios,黄金,30,双发快射
残月之肃,Aphelios,黄金,31,虚幻武器
残月之肃,Aphelios,黄金,32,回力OK镖
残月之肃,Aphelios,黄金,33,循环往复
残月之肃,Aphelios,黄金,34,无休回复
残月之肃,Aphelios,黄金,35,老练狙神
残月之肃,Aphelios,黄金,36,闪现向前
残月之肃,Aphelios,黄金,37,神射法师
残月之肃,Aphelios,黄金,38,神圣干预
残月之肃,Aphelios,黄金,39,坦克引擎
残月之肃,Aphelios,黄金,40,吞噬灵魂
残月之肃,Aphelios,黄金,41,最终都市列车
残月之肃,Aphelios,黄金,42,生机迸发
残月之肃,Aphelios,黄金,43,魄罗爆破手
残月之肃,Aphelios,白银,1,灵巧
残月之肃,Aphelios,白银,2,点亮他们！
残月之肃,Aphelios,白银,3,台风
残月之肃,Aphelios,白银,4,渴血
残月之肃,Aphelios,白银,5,万用瞄准镜
残月之肃,Aphelios,白银,6,升级：收集者
残月之肃,Aphelios,白银,7,大力
残月之肃,Aphelios,白银,8,炼狱龙魂
残月之肃,Aphelios,白银,9,会心防御
残月之肃,Aphelios,白银,10,残暴之力
残月之肃,Aphelios,白银,11,家园卫士
残月之肃,Aphelios,白银,12,扇巴掌
残月之肃,Aphelios,白银,13,魔法转物理
残月之肃,Aphelios,白银,14,质变：黄金阶
残月之肃,Aphelios,白银,15,练腿日
残月之肃,Aphelios,白银,16,活力再生
残月之肃,Aphelios,白银,17,逃跑计划
残月之肃,Aphelios,白银,18,霸符兄弟
残月之肃,Aphelios,白银,19,唯快不破
残月之肃,Aphelios,白银,20,侵蚀
残月之肃,Aphelios,白银,21,防护面纱
残月之肃,Aphelios,白银,22,海洋龙魂
残月之肃,Aphelios,白银,23,退敌力场
残月之肃,Aphelios,白银,24,吵闹鬼
残月之肃,Aphelios,白银,25,速度恶魔
残月之肃,Aphelios,白银,26,海克斯科技龙魂
残月之肃,Aphelios,白银,27,由暴生急
寒冰射手,Ashe,棱彩,1,战争交响乐
寒冰射手,Ashe,棱彩,2,踢踏舞
寒冰射手,Ashe,棱彩,3,最万用的瞄准镜
寒冰射手,Ashe,棱彩,4,巨人杀手
寒冰射手,Ashe,棱彩,5,连拨击锤
寒冰射手,Ashe,棱彩,6,双刀流
寒冰射手,Ashe,棱彩,7,秘术冲拳
寒冰射手,Ashe,棱彩,8,精准奇才
寒冰射手,Ashe,棱彩,9,终极刷新
寒冰射手,Ashe,棱彩,10,质变：混沌
寒冰射手,Ashe,棱彩,11,玻璃大炮
寒冰射手,Ashe,棱彩,12,无限循环往复
寒冰射手,Ashe,棱彩,13,地狱三头犬
寒冰射手,Ashe,棱彩,14,炼狱导管
寒冰射手,Ashe,棱彩,15,珠光护手
寒冰射手,Ashe,棱彩,16,全能龙魂
寒冰射手,Ashe,棱彩,17,亮出你的剑
寒冰射手,Ashe,棱彩,18,任务：海牛阿福的勇士
寒冰射手,Ashe,棱彩,19,夺金
寒冰射手,Ashe,棱彩,20,终极唤醒
寒冰射手,Ashe,棱彩,21,当心小蛋糕！
寒冰射手,Ashe,棱彩,22,飞身踢
寒冰射手,Ashe,黄金,1,火上浇油
寒冰射手,Ashe,黄金,2,闪电打击
寒冰射手,Ashe,黄金,3,更万用的瞄准镜
寒冰射手,Ashe,黄金,4,穿针引线
寒冰射手,Ashe,黄金,5,接二连三
寒冰射手,Ashe,黄金,6,老练狙神
寒冰射手,Ashe,黄金,7,魔法飞弹
寒冰射手,Ashe,黄金,8,质变：棱彩阶
寒冰射手,Ashe,黄金,9,罪恶快感
寒冰射手,Ashe,黄金,10,暴击律动
寒冰射手,Ashe,黄金,11,升级：无尽之刃
寒冰射手,Ashe,黄金,12,吸血习性
寒冰射手,Ashe,黄金,13,暴击飞弹
寒冰射手,Ashe,黄金,14,有始有终
寒冰射手,Ashe,黄金,15,关键暴击
寒冰射手,Ashe,黄金,16,回力OK镖
寒冰射手,Ashe,黄金,17,循环往复
寒冰射手,Ashe,黄金,18,缩小射线
寒冰射手,Ashe,黄金,19,灵魂虹吸
寒冰射手,Ashe,黄金,20,易损
寒冰射手,Ashe,黄金,21,会心治疗
寒冰射手,Ashe,黄金,22,神射法师
寒冰射手,Ashe,黄金,23,面包和果酱
寒冰射手,Ashe,黄金,24,作弊：我能回城！
寒冰射手,Ashe,黄金,25,心灵净化
寒冰射手,Ashe,黄金,26,缩小引擎
寒冰射手,Ashe,黄金,27,捐赠
寒冰射手,Ashe,黄金,28,红包
寒冰射手,Ashe,黄金,29,魄罗爆破手
寒冰射手,Ashe,黄金,30,咏叹奏鸣
寒冰射手,Ashe,黄金,31,双发快射
寒冰射手,Ashe,黄金,32,尖端发明家
寒冰射手,Ashe,黄金,33,虚幻武器
寒冰射手,Ashe,黄金,34,裁决使
寒冰射手,Ashe,黄金,35,基石法师
寒冰射手,Ashe,黄金,36,无休回复
寒冰射手,Ashe,黄金,37,炽烈黎明
寒冰射手,Ashe,黄金,38,急急小子
寒冰射手,Ashe,黄金,39,杀戮时间到了
寒冰射手,Ashe,黄金,40,一板一眼
寒冰射手,Ashe,黄金,41,神圣干预
寒冰射手,Ashe,黄金,42,溢流
寒冰射手,Ashe,黄金,43,升级：狂妄
寒冰射手,Ashe,黄金,44,最终都市列车
寒冰射手,Ashe,白银,1,灵巧
寒冰射手,Ashe,白银,2,点亮他们！
寒冰射手,Ashe,白银,3,台风
寒冰射手,Ashe,白银,4,渴血
寒冰射手,Ashe,白银,5,万用瞄准镜
寒冰射手,Ashe,白银,6,大力
寒冰射手,Ashe,白银,7,冰寒
寒冰射手,Ashe,白银,8,炼狱龙魂
寒冰射手,Ashe,白银,9,家园卫士
寒冰射手,Ashe,白银,10,魔法转物理
寒冰射手,Ashe,白银,11,质变：黄金阶
寒冰射手,Ashe,白银,12,练腿日
寒冰射手,Ashe,白银,13,升级：收集者
寒冰射手,Ashe,白银,14,霸符兄弟
寒冰射手,Ashe,白银,15,唯快不破
寒冰射手,Ashe,白银,16,侵蚀
寒冰射手,Ashe,白银,17,防护面纱
寒冰射手,Ashe,白银,18,海洋龙魂
